2026-04-26T00:31:25.818138425Z [info] INFO:     100.64.0.11:19358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T01:14:07.717897721Z [info] INFO:     100.64.0.30:33164 - "GET / HTTP/1.1" 200 OK
2026-04-26T01:36:38.377010694Z [info] INFO:     100.64.0.8:26826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T02:40:41.673421906Z [info] INFO:     100.64.0.8:47112 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T03:47:35.182884224Z [info] INFO:     100.64.0.14:47194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T04:02:06.094802028Z [info] INFO:     100.64.0.28:36306 - "GET / HTTP/1.1" 200 OK
2026-04-26T04:46:18.020723411Z [info] INFO:     100.64.0.20:40976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T05:49:31.110294921Z [info] INFO:     100.64.0.34:50300 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T06:18:52.194809697Z [error] 2026-04-26 06:18:44,706 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-05-01T06:53:07.844518114Z [error] 2026-05-01 06:53:07,839 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T06:53:07.844521885Z [error] 2026-05-01 06:53:07,839 WARNING [basis_state] Failed to fetch history for stablecoin:FRAX
2026-05-01T06:53:07.844525432Z [error] 2026-05-01 06:53:07,839 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURE params={'format': 'json'}
2026-05-01T06:53:07.869918220Z [error] 2026-05-01 06:53:07,862 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURE?format=json "HTTP/1.1 429 "
2026-05-01T06:53:07.869925716Z [error] 2026-05-01 06:53:07,862 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURE 429 (56 bytes)
2026-05-01T06:53:07.869929857Z [error] 2026-05-01 06:53:07,862 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T06:53:07.869932983Z [error] 2026-05-01 06:53:07,862 WARNING [basis_state] Failed to fetch history for stablecoin:EURE
2026-05-01T06:53:07.869936344Z [error] 2026-05-01 06:53:07,862 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) params={'format': 'json'}
2026-05-01T06:53:07.892819006Z [error] 2026-05-01 06:53:07,884 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD%20(BTTC%20bridge)?format=json "HTTP/1.1 429 "
2026-05-01T06:53:07.892823567Z [error] 2026-05-01 06:53:07,885 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) 429 (56 bytes)
2026-05-01T06:53:07.892826514Z [error] 2026-05-01 06:53:07,885 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T06:53:07.892829331Z [error] 2026-05-01 06:53:07,885 WARNING [basis_state] Failed to fetch history for stablecoin:USDD (BTTC bridge)
2026-05-01T06:53:07.892832556Z [error] 2026-05-01 06:53:07,885 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURS params={'format': 'json'}
2026-05-01T06:53:07.917511048Z [error] 2026-05-01 06:53:07,906 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURS?format=json "HTTP/1.1 429 "
2026-05-01T06:53:07.917515901Z [error] 2026-05-01 06:53:07,906 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURS 429 (56 bytes)
2026-05-01T06:53:07.917520943Z [error] 2026-05-01 06:53:07,906 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T06:53:07.917525333Z [error] 2026-05-01 06:53:07,906 WARNING [basis_state] Failed to fetch history for stablecoin:EURS
2026-05-01T06:53:07.917528560Z [error] 2026-05-01 06:53:07,906 INFO [basis_state] 7d changes computed for 35 entities
2026-05-01T07:33:49.782442815Z [info] INFO:     100.64.0.4:38202 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T08:36:48.433769150Z [info] INFO:     100.64.0.18:42020 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T08:51:09.200852282Z [info] INFO:     100.64.0.43:58514 - "GET / HTTP/1.1" 200 OK
2026-05-01T08:51:09.200855354Z [error] 2026-05-01 08:51:08,909 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/scores params=None
2026-05-01T08:51:09.200858797Z [info] INFO:     100.64.0.31:32242 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-05-01T08:51:09.501252988Z [error] 2026-05-01 08:51:09,498 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores "HTTP/1.1 200 "
2026-05-01T08:51:09.503017015Z [error] 2026-05-01 08:51:09,499 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/scores 200 (38242 bytes)
2026-05-01T08:51:09.503021619Z [error] 2026-05-01 08:51:09,500 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/psi/scores params=None
2026-05-01T08:51:09.828568807Z [error] 2026-05-01 08:51:09,821 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-05-01T08:51:09.828576962Z [error] 2026-05-01 08:51:09,821 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/psi/scores 200 (6831 bytes)
2026-05-01T08:51:09.828580759Z [error] 2026-05-01 08:51:09,822 INFO [basis_state] Returning 51 entities to client (caching)
2026-05-01T08:51:09.828584887Z [error] 2026-05-01 08:51:09,822 INFO [basis_state] Computing 7d changes for 36 entities
2026-05-01T08:51:09.828588573Z [error] 2026-05-01 08:51:09,822 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDC params={'format': 'json'}
2026-05-01T08:51:10.213158636Z [info] INFO:     100.64.0.41:48652 - "GET /api/entities HTTP/1.1" 200 OK
2026-05-01T08:51:12.698133606Z [info] INFO:     100.64.0.39:16756 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-05-01T08:51:13.545047966Z [error] 2026-05-01 08:51:13,540 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC?format=json "HTTP/1.1 200 "
2026-05-01T08:51:13.545052740Z [error] 2026-05-01 08:51:13,542 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDC 200 (44314 bytes)
2026-05-01T08:51:13.545056344Z [error] 2026-05-01 08:51:13,542 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USD1 params={'format': 'json'}
2026-05-01T08:51:17.212355940Z [error] 2026-05-01 08:51:17,206 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USD1?format=json "HTTP/1.1 200 "
2026-05-01T08:51:17.212360107Z [error] 2026-05-01 08:51:17,207 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USD1 200 (15829 bytes)
2026-05-01T08:51:17.212363484Z [error] 2026-05-01 08:51:17,207 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDT params={'format': 'json'}
2026-05-01T08:51:21.262107823Z [error] 2026-05-01 08:51:20,854 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDT?format=json "HTTP/1.1 200 "
2026-05-01T08:51:21.262118705Z [error] 2026-05-01 08:51:20,855 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDT 200 (20770 bytes)
2026-05-01T08:51:21.262125298Z [error] 2026-05-01 08:51:20,856 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/RLUSD params={'format': 'json'}
2026-05-01T08:51:24.480352950Z [error] 2026-05-01 08:51:24,477 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/RLUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:51:24.482519882Z [error] 2026-05-01 08:51:24,478 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/RLUSD 200 (12143 bytes)
2026-05-01T08:51:24.482524709Z [error] 2026-05-01 08:51:24,479 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/PYUSD params={'format': 'json'}
2026-05-01T08:51:28.495958217Z [error] 2026-05-01 08:51:28,491 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/PYUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:51:28.495962965Z [error] 2026-05-01 08:51:28,492 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/PYUSD 200 (16838 bytes)
2026-05-01T08:51:28.495966146Z [error] 2026-05-01 08:51:28,492 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/TUSD params={'format': 'json'}
2026-05-01T08:51:32.248020403Z [error] 2026-05-01 08:51:32,206 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/TUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:51:32.248024013Z [error] 2026-05-01 08:51:32,207 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/TUSD 200 (16107 bytes)
2026-05-01T08:51:32.248027337Z [error] 2026-05-01 08:51:32,208 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/MUSD params={'format': 'json'}
2026-05-01T08:51:36.235839790Z [error] 2026-05-01 08:51:35,917 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/MUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:51:36.235843936Z [error] 2026-05-01 08:51:35,918 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/MUSD 200 (11716 bytes)
2026-05-01T08:51:36.235848570Z [error] 2026-05-01 08:51:35,918 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDe params={'format': 'json'}
2026-05-01T08:51:39.614242561Z [error] 2026-05-01 08:51:39,609 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDe?format=json "HTTP/1.1 200 "
2026-05-01T08:51:39.614249983Z [error] 2026-05-01 08:51:39,610 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDe 200 (18250 bytes)
2026-05-01T08:51:39.614254284Z [error] 2026-05-01 08:51:39,610 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/GHO params={'format': 'json'}
2026-05-01T08:51:43.318143885Z [error] 2026-05-01 08:51:43,312 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/GHO?format=json "HTTP/1.1 200 "
2026-05-01T08:51:43.318149330Z [error] 2026-05-01 08:51:43,313 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/GHO 200 (12411 bytes)
2026-05-01T08:51:43.318153070Z [error] 2026-05-01 08:51:43,314 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDS params={'format': 'json'}
2026-05-01T08:51:47.250082967Z [error] 2026-05-01 08:51:46,921 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDS?format=json "HTTP/1.1 200 "
2026-05-01T08:51:47.250094948Z [error] 2026-05-01 08:51:46,921 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDS 200 (12020 bytes)
2026-05-01T08:51:47.250101711Z [error] 2026-05-01 08:51:46,922 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDTB params={'format': 'json'}
2026-05-01T08:51:50.612409292Z [error] 2026-05-01 08:51:50,610 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDTB?format=json "HTTP/1.1 200 "
2026-05-01T08:51:50.614335437Z [error] 2026-05-01 08:51:50,611 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDTB 200 (11703 bytes)
2026-05-01T08:51:50.614340919Z [error] 2026-05-01 08:51:50,611 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX params={'format': 'json'}
2026-05-01T08:51:54.250315618Z [error] 2026-05-01 08:51:54,230 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX?format=json "HTTP/1.1 200 "
2026-05-01T08:51:54.250321317Z [error] 2026-05-01 08:51:54,231 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FRAX 200 (14611 bytes)
2026-05-01T08:51:54.250324703Z [error] 2026-05-01 08:51:54,232 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDD params={'format': 'json'}
2026-05-01T08:51:57.860735989Z [error] 2026-05-01 08:51:57,854 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD?format=json "HTTP/1.1 200 "
2026-05-01T08:51:57.860743476Z [error] 2026-05-01 08:51:57,855 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD 200 (14240 bytes)
2026-05-01T08:51:57.860748067Z [error] 2026-05-01 08:51:57,855 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/GUSD params={'format': 'json'}
2026-05-01T08:52:01.542615869Z [error] 2026-05-01 08:52:01,541 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/GUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:52:01.544035102Z [error] 2026-05-01 08:52:01,542 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/GUSD 200 (11674 bytes)
2026-05-01T08:52:01.544038396Z [error] 2026-05-01 08:52:01,542 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/DOLA params={'format': 'json'}
2026-05-01T08:52:05.274187245Z [error] 2026-05-01 08:52:05,093 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/DOLA?format=json "HTTP/1.1 200 "
2026-05-01T08:52:05.274190262Z [error] 2026-05-01 08:52:05,094 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/DOLA 200 (11840 bytes)
2026-05-01T08:52:05.274193095Z [error] 2026-05-01 08:52:05,094 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/OUSD params={'format': 'json'}
2026-05-01T08:52:05.274196115Z [error] 2026-05-01 08:52:05,127 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/OUSD?format=json "HTTP/1.1 429 "
2026-05-01T08:52:05.274199049Z [error] 2026-05-01 08:52:05,127 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/OUSD 429 (56 bytes)
2026-05-01T08:52:05.274202163Z [error] 2026-05-01 08:52:05,127 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:05.274205313Z [error] 2026-05-01 08:52:05,127 WARNING [basis_state] Failed to fetch history for stablecoin:OUSD
2026-05-01T08:52:05.274208360Z [error] 2026-05-01 08:52:05,127 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/MIM params={'format': 'json'}
2026-05-01T08:52:05.274211156Z [error] 2026-05-01 08:52:05,150 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/MIM?format=json "HTTP/1.1 429 "
2026-05-01T08:52:05.274213972Z [error] 2026-05-01 08:52:05,150 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/MIM 429 (56 bytes)
2026-05-01T08:52:05.274216926Z [error] 2026-05-01 08:52:05,151 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:05.274220129Z [error] 2026-05-01 08:52:05,151 WARNING [basis_state] Failed to fetch history for stablecoin:MIM
2026-05-01T08:52:05.275678431Z [error] 2026-05-01 08:52:05,151 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/DAI params={'format': 'json'}
2026-05-01T08:52:05.275683942Z [error] 2026-05-01 08:52:05,174 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/DAI?format=json "HTTP/1.1 429 "
2026-05-01T08:52:05.275687434Z [error] 2026-05-01 08:52:05,174 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/DAI 429 (56 bytes)
2026-05-01T08:52:05.275690919Z [error] 2026-05-01 08:52:05,174 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:05.275694231Z [error] 2026-05-01 08:52:05,174 WARNING [basis_state] Failed to fetch history for stablecoin:DAI
2026-05-01T08:52:05.275697354Z [error] 2026-05-01 08:52:05,174 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/LUSD params={'format': 'json'}
2026-05-01T08:52:05.275700368Z [error] 2026-05-01 08:52:05,214 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/LUSD?format=json "HTTP/1.1 429 "
2026-05-01T08:52:05.275703521Z [error] 2026-05-01 08:52:05,214 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/LUSD 429 (56 bytes)
2026-05-01T08:52:05.275706634Z [error] 2026-05-01 08:52:05,214 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:05.275709913Z [error] 2026-05-01 08:52:05,214 WARNING [basis_state] Failed to fetch history for stablecoin:LUSD
2026-05-01T08:52:05.275714167Z [error] 2026-05-01 08:52:05,214 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FDUSD params={'format': 'json'}
2026-05-01T08:52:08.914513742Z [error] 2026-05-01 08:52:08,910 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FDUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:52:08.914520976Z [error] 2026-05-01 08:52:08,911 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FDUSD 200 (36100 bytes)
2026-05-01T08:52:08.914528497Z [error] 2026-05-01 08:52:08,912 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDP params={'format': 'json'}
2026-05-01T08:52:12.565480244Z [error] 2026-05-01 08:52:12,559 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDP?format=json "HTTP/1.1 200 "
2026-05-01T08:52:12.565492469Z [error] 2026-05-01 08:52:12,560 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDP 200 (11853 bytes)
2026-05-01T08:52:12.565499912Z [error] 2026-05-01 08:52:12,561 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURC params={'format': 'json'}
2026-05-01T08:52:16.313002564Z [error] 2026-05-01 08:52:16,206 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURC?format=json "HTTP/1.1 200 "
2026-05-01T08:52:16.313011894Z [error] 2026-05-01 08:52:16,207 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURC 200 (12270 bytes)
2026-05-01T08:52:16.313016462Z [error] 2026-05-01 08:52:16,207 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/crvUSD params={'format': 'json'}
2026-05-01T08:52:19.817668880Z [error] 2026-05-01 08:52:19,814 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/crvUSD?format=json "HTTP/1.1 200 "
2026-05-01T08:52:19.817673602Z [error] 2026-05-01 08:52:19,815 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/crvUSD 200 (11845 bytes)
2026-05-01T08:52:19.817676524Z [error] 2026-05-01 08:52:19,815 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDE params={'format': 'json'}
2026-05-01T08:52:19.849409166Z [error] 2026-05-01 08:52:19,845 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDE?format=json "HTTP/1.1 429 "
2026-05-01T08:52:19.849416106Z [error] 2026-05-01 08:52:19,846 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/SUSDE 429 (56 bytes)
2026-05-01T08:52:19.849420607Z [error] 2026-05-01 08:52:19,846 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:19.849425642Z [error] 2026-05-01 08:52:19,846 WARNING [basis_state] Failed to fetch history for stablecoin:SUSDE
2026-05-01T08:52:19.849429393Z [error] 2026-05-01 08:52:19,846 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDS params={'format': 'json'}
2026-05-01T08:52:19.870395337Z [error] 2026-05-01 08:52:19,868 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/SUSDS?format=json "HTTP/1.1 429 "
2026-05-01T08:52:19.872111007Z [error] 2026-05-01 08:52:19,868 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/SUSDS 429 (56 bytes)
2026-05-01T08:52:19.872114605Z [error] 2026-05-01 08:52:19,868 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:19.872118249Z [error] 2026-05-01 08:52:19,869 WARNING [basis_state] Failed to fetch history for stablecoin:SUSDS
2026-05-01T08:52:19.872121912Z [error] 2026-05-01 08:52:19,869 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/STKGHO params={'format': 'json'}
2026-05-01T08:52:19.903678112Z [error] 2026-05-01 08:52:19,898 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/STKGHO?format=json "HTTP/1.1 429 "
2026-05-01T08:52:19.903682447Z [error] 2026-05-01 08:52:19,898 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/STKGHO 429 (56 bytes)
2026-05-01T08:52:19.903685824Z [error] 2026-05-01 08:52:19,898 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:19.903688719Z [error] 2026-05-01 08:52:19,898 WARNING [basis_state] Failed to fetch history for stablecoin:STKGHO
2026-05-01T08:52:19.903691566Z [error] 2026-05-01 08:52:19,898 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURI params={'format': 'json'}
2026-05-01T08:52:19.925109935Z [error] 2026-05-01 08:52:19,922 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURI?format=json "HTTP/1.1 429 "
2026-05-01T08:52:19.925114337Z [error] 2026-05-01 08:52:19,922 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURI 429 (56 bytes)
2026-05-01T08:52:19.925117671Z [error] 2026-05-01 08:52:19,922 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:19.925121141Z [error] 2026-05-01 08:52:19,922 WARNING [basis_state] Failed to fetch history for stablecoin:EURI
2026-05-01T08:52:19.925124673Z [error] 2026-05-01 08:52:19,922 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/STEAKUSDC params={'format': 'json'}
2026-05-01T08:52:19.946684242Z [error] 2026-05-01 08:52:19,943 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/STEAKUSDC?format=json "HTTP/1.1 429 "
2026-05-01T08:52:19.946688862Z [error] 2026-05-01 08:52:19,944 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/STEAKUSDC 429 (56 bytes)
2026-05-01T08:52:19.946691982Z [error] 2026-05-01 08:52:19,944 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:19.946694757Z [error] 2026-05-01 08:52:19,944 WARNING [basis_state] Failed to fetch history for stablecoin:STEAKUSDC
2026-05-01T08:52:19.946697720Z [error] 2026-05-01 08:52:19,944 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/BUSD0 params={'format': 'json'}
2026-05-01T08:52:20.316115980Z [error] 2026-05-01 08:52:19,975 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/BUSD0?format=json "HTTP/1.1 429 "
2026-05-01T08:52:20.316127438Z [error] 2026-05-01 08:52:19,975 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/BUSD0 429 (56 bytes)
2026-05-01T08:52:20.316132113Z [error] 2026-05-01 08:52:19,975 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:20.316135965Z [error] 2026-05-01 08:52:19,975 WARNING [basis_state] Failed to fetch history for stablecoin:BUSD0
2026-05-01T08:52:20.316140013Z [error] 2026-05-01 08:52:19,975 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX params={'format': 'json'}
2026-05-01T08:52:23.596451049Z [error] 2026-05-01 08:52:23,588 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/FRAX?format=json "HTTP/1.1 200 "
2026-05-01T08:52:23.596455787Z [error] 2026-05-01 08:52:23,589 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/FRAX 200 (14611 bytes)
2026-05-01T08:52:23.596458687Z [error] 2026-05-01 08:52:23,589 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/SDOLA params={'format': 'json'}
2026-05-01T08:52:27.354772241Z [error] 2026-05-01 08:52:27,323 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/SDOLA?format=json "HTTP/1.1 200 "
2026-05-01T08:52:27.354781455Z [error] 2026-05-01 08:52:27,324 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/SDOLA 200 (11372 bytes)
2026-05-01T08:52:27.354788289Z [error] 2026-05-01 08:52:27,324 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/sUSD params={'format': 'json'}
